"EntityName_EN","Column_EN","CandidateRows","DistinctCandidateRows","ExactRows","HeuristicRows","NoMatchRows"
"Projects","ProjectTitle","2","2","2","0","0"
"Projects","ProjectType","2","2","2","0","0"
"Projects","ResourcePlanUtilizationDate","2","2","2","0","0"
"Projects","ResourcePlanUtilizationType","2","2","2","0","0"
"ProjectWorkflowStageDataSet","LastModifiedDate","2","2","2","0","0"
"ProjectWorkflowStageDataSet","PhaseDescription","2","2","2","0","0"
"ProjectWorkflowStageDataSet","PhaseName","2","2","2","0","0"
"ProjectWorkflowStageDataSet","StageCompletionDate","2","2","2","0","0"
"ProjectWorkflowStageDataSet","StageDescription","2","2","2","0","0"
"ProjectWorkflowStageDataSet","StageEntryDate","2","2","2","0","0"
"ProjectWorkflowStageDataSet","StageInformation","2","2","2","0","0"
"ProjectWorkflowStageDataSet","StageName","2","2","2","0","0"
"ProjectWorkflowStageDataSet","StageOrder","2","2","2","0","0"
"ProjectWorkflowStageDataSet","StageStateDescription","2","2","2","0","0"
"ProjectWorkflowStageDataSet","StageStatus","2","2","2","0","0"
"ResourceConstraintScenarios","CostConstraintScenarioId","2","2","0","2","0"
"ResourceConstraintScenarios","CostConstraintScenarioName","2","2","2","0","0"
"ResourceConstraintScenarios","ScenarioDescription","2","2","2","0","0"
"ResourceDemandTimephasedDataSet","ResourcePlanUtilizationDate","2","2","2","0","0"
"ResourceDemandTimephasedDataSet","ResourcePlanUtilizationType","2","2","2","0","0"
"Resources","ResourceBaseCalendar","2","2","2","0","0"
"Resources","ResourceBookingType","2","2","2","0","0"
"Resources","ResourceCanLevel","2","2","2","0","0"
"Resources","ResourceCode","2","2","2","0","0"
"Resources","ResourceCostCenter","2","2","2","0","0"
"Resources","ResourceCostPerUse","2","2","2","0","0"
"Resources","ResourceCreatedDate","2","2","2","0","0"
"Resources","ResourceEarliestAvailableFrom","2","2","2","0","0"
"Resources","ResourceEmailAddress","2","2","2","0","0"
"Resources","ResourceGroup","2","2","2","0","0"
"Resources","ResourceHyperlink","2","2","2","0","0"
"Resources","ResourceHyperlinkHref","2","2","2","0","0"
"Resources","ResourceInitials","2","2","2","0","0"
"Resources","ResourceIsActive","2","2","2","0","0"
"Resources","ResourceIsTeam","2","2","2","0","0"
"Resources","ResourceLatestAvailableTo","2","2","2","0","0"
"Resources","ResourceMaterialLabel","2","2","2","0","0"
"Resources","ResourceMaxUnits","2","2","2","0","0"
"Resources","ResourceModifiedDate","2","2","2","0","0"
"Resources","ResourceNTAccount","2","2","2","0","0"
"Resources","ResourceOvertimeRate","2","2","2","0","0"
"Resources","ResourceStandardRate","2","2","2","0","0"
"Resources","ResourceWorkgroup","2","2","2","0","0"
"Resources","TypeDescription","2","2","2","0","0"
"Resources","TypeName","2","2","2","0","0"
"ResourceScenarioProjects","CostConstraintScenarioId","2","2","0","2","0"
"ResourceScenarioProjects","CostConstraintScenarioName","2","2","2","0","0"
"ResourceScenarioProjects","ForceAliasLookupTableId","2","2","0","2","0"
"ResourceScenarioProjects","ForceAliasLookupTableName","2","2","2","0","0"
"ResourceScenarioProjects","ForceStatus","2","2","2","0","0"
"ResourceScenarioProjects","HardConstraintValue","2","2","2","0","0"
"ResourceTimephasedDataSet","BaseCapacity","2","2","2","0","0"
"ResourceTimephasedDataSet","Capacity","2","2","2","0","0"
"ResourceTimephasedDataSet","ResourceModifiedDate","2","2","2","0","0"
"RiskTaskAssociations","RelatedProjectName","2","2","2","0","0"
"RiskTaskAssociations","RelationshipType","2","2","2","0","0"
"TaskBaselines","TaskBaselineBudgetCost","2","2","2","0","0"
"TaskBaselines","TaskBaselineBudgetWork","2","2","2","0","0"
"TaskBaselines","TaskBaselineCost","2","2","2","0","0"
"TaskBaselines","TaskBaselineFixedCost","2","2","2","0","0"
"TaskBaselines","TaskBaselineModifiedDate","2","2","2","0","0"
"TaskBaselines","TaskBaselineWork","2","2","2","0","0"
"TaskBaselineTimephasedDataSet","TaskBaselineBudgetCost","2","2","2","0","0"
"TaskBaselineTimephasedDataSet","TaskBaselineBudgetWork","2","2","2","0","0"
"TaskBaselineTimephasedDataSet","TaskBaselineCost","2","2","2","0","0"
"TaskBaselineTimephasedDataSet","TaskBaselineFixedCost","2","2","2","0","0"
"TaskBaselineTimephasedDataSet","TaskBaselineModifiedDate","2","2","2","0","0"
"TaskBaselineTimephasedDataSet","TaskBaselineWork","2","2","2","0","0"
"Tasks","ParentTaskId","2","2","0","2","0"
"Tasks","TaskActualDuration","2","2","2","0","0"
"Tasks","TaskActualFinishDate","2","2","2","0","0"
"Tasks","TaskActualFixedCost","2","2","2","0","0"
"Tasks","TaskActualOvertimeCost","2","2","2","0","0"
"Tasks","TaskActualOvertimeWork","2","2","2","0","0"
"Tasks","TaskActualStartDate","2","2","2","0","0"
"Tasks","TaskACWP","2","2","2","0","0"
"Tasks","TaskBCWP","2","2","2","0","0"
"Tasks","TaskBCWS","2","2","2","0","0"
"Tasks","TaskClientUniqueId","2","2","2","0","0"
"Tasks","TaskCostVariance","2","2","2","0","0"
"Tasks","TaskCPI","2","2","2","0","0"
"Tasks","TaskCreatedDate","2","2","2","0","0"
"Tasks","TaskCreatedRevisionCounter","2","2","2","0","0"
"Tasks","TaskCV","2","2","2","0","0"
"Tasks","TaskDeadline","2","2","2","0","0"
"Tasks","TaskDeliverableFinishDate","2","2","2","0","0"
"Tasks","TaskDeliverableStartDate","2","2","2","0","0"
"Tasks","TaskDuration","2","2","2","0","0"
"Tasks","TaskDurationIsEstimated","2","2","2","0","0"
"Tasks","TaskDurationString","2","2","2","0","0"
"Tasks","TaskDurationVariance","2","2","2","0","0"
"Tasks","TaskEAC","2","2","2","0","0"
"Tasks","TaskEarlyFinish","2","2","2","0","0"
"Tasks","TaskEarlyStart","2","2","2","0","0"
"Tasks","TaskFinishDate","2","2","2","0","0"
"Tasks","TaskFinishDateString","2","2","2","0","0"
"Tasks","TaskFinishVariance","2","2","2","0","0"
"Tasks","TaskFixedCost","2","2","2","0","0"
"Tasks","TaskFixedCostAssignmentId","2","2","0","2","0"
"Tasks","TaskFreeSlack","2","2","2","0","0"
"Tasks","TaskHyperLinkAddress","2","2","2","0","0"
"Tasks","TaskHyperLinkFriendlyName","2","2","2","0","0"
"Tasks","TaskHyperLinkSubAddress","2","2","2","0","0"
"Tasks","TaskIgnoresResourceCalendar","2","2","2","0","0"
"Tasks","TaskIndex","2","2","2","0","0"
"Tasks","TaskIsCritical","2","2","2","0","0"
"Tasks","TaskIsEffortDriven","2","2","2","0","0"
"Tasks","TaskIsExternal","2","2","2","0","0"
"Tasks","TaskIsManuallyScheduled","2","2","2","0","0"
"Tasks","TaskIsMarked","2","2","2","0","0"
"Tasks","TaskIsMilestone","2","2","2","0","0"
"Tasks","TaskIsOverallocated","2","2","2","0","0"
"Tasks","TaskIsRecurring","2","2","2","0","0"
"Tasks","TaskIsSummary","2","2","2","0","0"
"Tasks","TaskLateFinish","2","2","2","0","0"
"Tasks","TaskLateStart","2","2","2","0","0"
"Tasks","TaskLevelingDelay","2","2","2","0","0"
"Tasks","TaskModifiedRevisionCounter","2","2","2","0","0"
"Tasks","TaskOutlineLevel","2","2","2","0","0"
"Tasks","TaskOutlineNumber","2","2","2","0","0"
"Tasks","TaskOvertimeCost","2","2","2","0","0"
"Tasks","TaskPercentCompleted","2","2","2","0","0"
"Tasks","TaskPercentWorkCompleted","2","2","2","0","0"
"Tasks","TaskPhysicalPercentCompleted","2","2","2","0","0"
"Tasks","TaskPriority","2","2","2","0","0"
"Tasks","TaskSPI","2","2","2","0","0"
"Tasks","TaskStartDate","2","2","2","0","0"
"Tasks","TaskStartDateString","2","2","2","0","0"
"Tasks","TaskStartVariance","2","2","2","0","0"
"Tasks","TaskStatusManagerUID","2","2","2","0","0"
"Tasks","TaskSV","2","2","2","0","0"
"Tasks","TaskTCPI","2","2","2","0","0"
"Tasks","TaskTotalSlack","2","2","2","0","0"
"Tasks","TaskVAC","2","2","2","0","0"
"Tasks","TaskWBS","2","2","2","0","0"
"Tasks","TaskWorkVariance","2","2","2","0","0"
"TimeSet","FiscalPeriodName","2","2","2","0","0"
"TimesheetLines","PeriodEndDate","2","2","2","0","0"
"TimesheetLines","PeriodStartDate","2","2","2","0","0"
"TimesheetLines","TimesheetStatus","2","2","2","0","0"
